indicator_id,indicator_type,indicator_value,campaign_id,confidence,tlp,source,source_sensitivity,first_seen,last_seen,is_active
IOC-001904,email,billing@secure-mail.com,CMP-0102,55,TLP:GREEN,ISAC Share,restricted,2025-07-11,2025-08-29,False
IOC-001905,sha256,9e1db6a947c5c21ac8d9f0fd25fb74eef793aa2ecbeba079262608509c2acc36,CMP-0138,97,TLP:AMBER,Mandiant,public,2025-11-19,2026-01-04,True
IOC-001906,url,https://files.evilcdn.com/4e3dd823,CMP-0141,65,TLP:RED,Mandiant,confidential,2025-07-07,2025-07-21,False
IOC-001907,md5,c519175c0c16f6faf5fdd0318ab6c895,CMP-0116,87,TLP:RED,Confidential HUMINT,partner,2026-02-06,2026-03-31,True
IOC-001908,md5,43b7d55e1c818d44dcdb78921056ab39,CMP-0055,92,TLP:CLEAR,Mandiant,public,2026-01-20,2026-02-19,True
IOC-001909,email,hr@secure-mail.com,CMP-0101,54,TLP:GREEN,CrowdStrike Falcon X,public,2025-12-20,2026-01-11,True
IOC-001910,email,it-support@acct-verify.com,CMP-0014,78,TLP:CLEAR,Confidential HUMINT,partner,2025-01-16,2025-02-05,True
IOC-001911,ipv4,105.197.191.189,CMP-0117,46,TLP:AMBER,Internal Honeypot,partner,2025-04-19,2025-05-23,False
IOC-001912,ipv4,87.78.8.134,CMP-0024,82,TLP:GREEN,CrowdStrike Falcon X,restricted,2025-01-20,2025-02-07,True
IOC-001913,ipv4,50.205.192.247,CMP-0028,43,TLP:RED,Abuse.ch,restricted,2024-09-18,2024-11-14,False
IOC-001914,md5,89644a062c25d03ca5cf193bd11c2f83,CMP-0021,87,TLP:RED,Recorded Future,confidential,2025-06-30,2025-08-13,True
IOC-001915,domain,login-auth.io,CMP-0018,89,TLP:RED,ISAC Share,partner,2024-12-05,2024-12-17,True
IOC-001916,domain,cdn-files.io,CMP-0122,45,TLP:CLEAR,Recorded Future,public,2025-07-03,2025-08-05,True
IOC-001917,domain,secure-auth.net,CMP-0100,71,TLP:GREEN,Internal Honeypot,partner,2025-11-27,2025-11-29,False
IOC-001918,filename,report-final.iso,CMP-0093,68,TLP:GREEN,Confidential HUMINT,restricted,2026-04-29,2026-06-01,True
IOC-001919,email,billing@secure-mail.com,CMP-0111,56,TLP:RED,Abuse.ch,confidential,2024-11-22,2025-01-12,False
IOC-001920,email,admin@dropbox-team.com,CMP-0086,77,TLP:AMBER,VirusTotal,restricted,2025-05-08,2025-06-13,False
IOC-001921,email,it-support@dropbox-team.com,CMP-0078,95,TLP:GREEN,Confidential HUMINT,public,2025-12-06,2025-12-29,False
IOC-001922,domain,update-share.net,CMP-0043,54,TLP:CLEAR,Internal Honeypot,restricted,2024-07-12,2024-08-25,True
IOC-001923,domain,cdn-share.io,CMP-0015,54,TLP:CLEAR,OSINT Crawler,confidential,2026-02-16,2026-02-25,True
IOC-001924,md5,2262aa6d9a751e9fd87dd7db28ce6c17,CMP-0056,82,TLP:GREEN,Mandiant,confidential,2025-12-31,2026-01-08,False
IOC-001925,domain,secure-files.com,CMP-0110,96,TLP:AMBER,VirusTotal,public,2025-03-11,2025-04-18,True
IOC-001926,ipv4,160.195.70.27,CMP-0074,61,TLP:GREEN,CrowdStrike Falcon X,partner,2024-12-09,2024-12-31,False
IOC-001927,email,it-support@acct-verify.com,CMP-0069,90,TLP:GREEN,Internal Honeypot,confidential,2024-10-02,2024-10-03,True
IOC-001928,sha256,f9b64a03621bb612901dbefe120d8ed7644408cd5534255af5e1ddc61b877596,CMP-0062,47,TLP:CLEAR,CrowdStrike Falcon X,partner,2026-05-08,2026-06-01,True
IOC-001929,domain,secure-portal.net,CMP-0070,75,TLP:GREEN,Abuse.ch,partner,2025-03-04,2025-03-31,True
IOC-001930,sha256,7ee4f7e02ce024bd47c68ecf630c5c06e446f40f081421d291b3948eb3a1f5af,CMP-0136,79,TLP:GREEN,Internal Honeypot,partner,2025-08-31,2025-09-21,True
IOC-001931,filename,update_urgent.docm,CMP-0002,73,TLP:GREEN,Recorded Future,partner,2025-07-26,2025-08-11,True
IOC-001932,email,billing@secure-mail.com,CMP-0015,80,TLP:GREEN,OSINT Crawler,public,2026-04-30,2026-06-01,True
IOC-001933,domain,secure-files.io,CMP-0085,40,TLP:GREEN,ISAC Share,public,2025-07-21,2025-08-08,False
IOC-001934,domain,update-sync.net,CMP-0055,85,TLP:AMBER,Internal Honeypot,restricted,2025-10-17,2025-10-24,True
IOC-001935,sha256,4a4864ed239e018dc3670a7f24f53fbee55c02b5e2ab3ad229b9e3a3e7fd5016,CMP-0027,95,TLP:RED,OSINT Crawler,public,2025-08-11,2025-09-06,True
IOC-001936,domain,cdn-sync.net,CMP-0079,84,TLP:RED,Recorded Future,partner,2024-07-02,2024-08-13,True
IOC-001937,url,https://static.evilcdn.com/c147e051,CMP-0013,96,TLP:AMBER,Internal Honeypot,partner,2025-04-12,2025-05-02,True
IOC-001938,url,https://files.badhost.com/327c8d58,CMP-0068,88,TLP:GREEN,Mandiant,restricted,2025-06-30,2025-06-30,False
IOC-001939,email,hr@secure-mail.com,CMP-0074,45,TLP:AMBER,VirusTotal,public,2025-03-29,2025-05-01,False
IOC-001940,sha256,ab4d4f387848692445d527f93cffebc3c3834db927e61e5eab672b829aa781e1,CMP-0096,95,TLP:AMBER,Confidential HUMINT,restricted,2024-09-26,2024-11-11,True
IOC-001941,ipv4,172.106.106.37,CMP-0043,86,TLP:CLEAR,Abuse.ch,confidential,2025-10-21,2025-11-21,False
IOC-001942,sha256,0be5f9f0f11bae5334587614c6f047a1812c11d0c42b822d8ef6e60c5dba6f2e,CMP-0005,57,TLP:AMBER,Mandiant,restricted,2024-08-28,2024-09-09,False
IOC-001943,email,admin@secure-mail.com,CMP-0078,97,TLP:CLEAR,OSINT Crawler,confidential,2025-02-16,2025-03-22,False
IOC-001944,sha256,1c38a9d16c36b7dc9750c6f2a89672a6c936670ba9b821e0d164a0e0a0abdce6,CMP-0103,83,TLP:RED,Confidential HUMINT,partner,2025-02-04,2025-03-24,True
IOC-001945,url,https://cdn.evilcdn.com/f7634ca3,CMP-0083,88,TLP:RED,OSINT Crawler,partner,2024-10-10,2024-11-19,True
IOC-001946,url,https://static.xn--malware.com/6bb5a0f0,CMP-0069,62,TLP:RED,ISAC Share,partner,2026-04-26,2026-05-30,False
IOC-001947,md5,c1b5cdd741818e37777235c4f526e3c8,CMP-0086,62,TLP:AMBER,ISAC Share,restricted,2024-09-20,2024-09-25,True
IOC-001948,filename,report-final.lnk,CMP-0040,72,TLP:GREEN,OSINT Crawler,confidential,2024-11-26,2024-11-28,True
IOC-001949,filename,invoice_2026.docm,CMP-0055,61,TLP:RED,Confidential HUMINT,partner,2025-06-22,2025-06-23,True
IOC-001950,url,https://dl.evilcdn.com/bb177f26,CMP-0084,88,TLP:AMBER,OSINT Crawler,partner,2025-07-24,2025-09-13,True
IOC-001951,ipv4,97.190.190.76,CMP-0131,47,TLP:AMBER,CrowdStrike Falcon X,public,2026-04-25,2026-05-22,False
IOC-001952,email,admin@dropbox-team.com,CMP-0044,75,TLP:RED,Recorded Future,partner,2026-05-18,2026-05-27,False
IOC-001953,ipv4,207.106.197.214,CMP-0139,62,TLP:RED,ISAC Share,public,2025-02-15,2025-03-18,True
IOC-001954,sha256,770e2a2abadd9c491a2a003dc26453c48cafd00911838d1e3af8c1b7479cf93d,CMP-0127,77,TLP:RED,Mandiant,partner,2025-05-12,2025-06-16,False
IOC-001955,email,hr@dropbox-team.com,CMP-0038,47,TLP:AMBER,Confidential HUMINT,confidential,2025-03-09,2025-04-15,True
IOC-001956,filename,scan-final.docm,CMP-0080,45,TLP:GREEN,ISAC Share,restricted,2024-10-14,2024-11-29,True
IOC-001957,sha256,23a785fe09ec2fe48d7b4b681c2607ba3563e7e3c135d7dbd25502e5a4ccfea5,CMP-0119,100,TLP:RED,CrowdStrike Falcon X,partner,2024-09-18,2024-10-07,False
IOC-001958,sha256,3688ed6e4d7eab65a775956d87d7f8f3b98feed184615174d5a0b95dfcc74899,CMP-0074,78,TLP:AMBER,OSINT Crawler,public,2026-05-18,2026-06-01,False
IOC-001959,filename,resume-final.zip,CMP-0108,41,TLP:GREEN,CrowdStrike Falcon X,confidential,2024-11-05,2024-11-27,False
IOC-001960,domain,login-sync.net,CMP-0074,72,TLP:RED,Confidential HUMINT,public,2026-03-01,2026-03-16,True
IOC-001961,sha256,bb0f2b3842ea2cf70b1326898d7886e0099c2f846b0a187b1382a452f23d8344,CMP-0011,100,TLP:GREEN,OSINT Crawler,restricted,2026-01-15,2026-03-04,True
IOC-001962,filename,resume-final.pdf.exe,CMP-0005,97,TLP:CLEAR,Recorded Future,partner,2025-02-24,2025-04-13,False
IOC-001963,md5,08e9a7d62fd11f57c5a388cef1ad1223,CMP-0087,81,TLP:AMBER,Internal Honeypot,confidential,2026-04-15,2026-06-01,True
IOC-001964,filename,scan_urgent.iso,CMP-0082,58,TLP:RED,Recorded Future,confidential,2024-11-10,2024-11-21,False
IOC-001965,md5,e5538796638a89487a2669e8ce827219,CMP-0059,51,TLP:RED,Internal Honeypot,public,2025-03-01,2025-03-19,True
IOC-001966,ipv4,87.187.172.37,CMP-0072,88,TLP:CLEAR,CrowdStrike Falcon X,partner,2025-05-12,2025-07-08,True
IOC-001967,ipv4,222.252.195.36,CMP-0096,85,TLP:AMBER,ISAC Share,partner,2024-12-22,2025-01-23,True
IOC-001968,ipv4,224.228.139.14,CMP-0003,51,TLP:GREEN,OSINT Crawler,public,2026-04-23,2026-05-28,True
IOC-001969,filename,report-final.docm,CMP-0005,76,TLP:CLEAR,VirusTotal,public,2026-04-18,2026-04-30,True
IOC-001970,ipv4,244.144.247.190,CMP-0141,52,TLP:RED,Recorded Future,confidential,2024-11-17,2024-11-29,True
IOC-001971,url,https://static.xn--malware.com/9af30acb,CMP-0126,63,TLP:CLEAR,ISAC Share,confidential,2025-12-12,2026-01-15,True
IOC-001972,url,https://dl.badhost.com/3cb7f65b,CMP-0064,59,TLP:RED,VirusTotal,restricted,2025-06-09,2025-06-20,False
IOC-001973,url,https://static.evilcdn.com/7748c00b,CMP-0108,44,TLP:AMBER,Confidential HUMINT,partner,2024-11-26,2024-12-28,True
IOC-001974,url,https://dl.xn--malware.com/e45341b8,CMP-0113,40,TLP:RED,Mandiant,confidential,2025-10-12,2025-11-23,True
IOC-001975,ipv4,129.107.196.94,CMP-0046,59,TLP:RED,ISAC Share,partner,2025-06-07,2025-07-30,True
IOC-001976,ipv4,245.168.61.77,CMP-0114,75,TLP:CLEAR,CrowdStrike Falcon X,confidential,2025-11-03,2025-11-10,True
IOC-001977,filename,update-final.iso,CMP-0111,87,TLP:AMBER,VirusTotal,partner,2025-09-16,2025-10-26,True
IOC-001978,domain,secure-portal.co,CMP-0019,85,TLP:CLEAR,Confidential HUMINT,confidential,2024-12-28,2025-02-10,True
IOC-001979,url,https://static.xn--malware.com/5a1390da,CMP-0101,91,TLP:CLEAR,OSINT Crawler,partner,2025-04-04,2025-05-06,True
IOC-001980,domain,login-sync.com,CMP-0070,71,TLP:GREEN,Abuse.ch,confidential,2025-07-06,2025-08-27,True
IOC-001981,ipv4,43.175.85.247,CMP-0110,78,TLP:CLEAR,Confidential HUMINT,restricted,2026-02-04,2026-03-01,True
IOC-001982,sha256,cc36020778615bde4c70c1d99afe2b32be4632b10d21363b1229318d1d251e6b,CMP-0105,51,TLP:AMBER,Confidential HUMINT,restricted,2025-05-18,2025-06-05,True
IOC-001983,sha256,c825b62e2d13f752f74cba1f50e97973dbdf45cf51830dd3277d616291567595,CMP-0103,73,TLP:AMBER,ISAC Share,confidential,2025-02-08,2025-02-10,True
IOC-001984,sha256,501ca7489cd9d9673772327a1e73b8a7c190cfb1f144ade91a0e23b86a340240,CMP-0022,40,TLP:GREEN,Abuse.ch,public,2025-09-05,2025-10-25,True
IOC-001985,url,https://files.badhost.com/5f412546,CMP-0141,49,TLP:GREEN,Confidential HUMINT,partner,2025-08-28,2025-10-17,False
IOC-001986,md5,28b386f4fc7ea626ee953c137ee664b2,CMP-0001,62,TLP:AMBER,Abuse.ch,public,2024-11-09,2024-11-09,True
IOC-001987,md5,2dd94461c2f555bb472f2baad75e73c8,CMP-0082,82,TLP:AMBER,Mandiant,partner,2026-02-07,2026-02-16,True
IOC-001988,domain,dropbox-auth.io,CMP-0052,41,TLP:RED,Mandiant,restricted,2026-05-25,2026-06-01,False
IOC-001989,domain,vault-share.io,CMP-0047,55,TLP:GREEN,CrowdStrike Falcon X,public,2025-03-02,2025-03-12,True
IOC-001990,url,https://cdn.badhost.com/ec67c1b5,CMP-0049,98,TLP:GREEN,Internal Honeypot,confidential,2025-12-24,2026-02-13,True
IOC-001991,filename,resume_2026.iso,CMP-0073,95,TLP:CLEAR,Recorded Future,public,2026-04-22,2026-06-01,True
IOC-001992,sha256,33d88517cca156567408efb77eb12e004d4843b4effadeb262f39c23336937ea,CMP-0075,79,TLP:AMBER,OSINT Crawler,restricted,2025-03-04,2025-03-12,True
IOC-001993,filename,resume_urgent.iso,CMP-0041,92,TLP:AMBER,Mandiant,confidential,2024-09-23,2024-10-08,True
IOC-001994,sha256,d26b07a674e1afc3ac1f69c0effd7230ceefc232a1a403679413475f225eceb1,CMP-0047,61,TLP:RED,ISAC Share,confidential,2025-02-21,2025-04-09,False
IOC-001995,email,it-support@dropbox-team.com,CMP-0005,77,TLP:AMBER,CrowdStrike Falcon X,public,2026-04-19,2026-05-14,True
IOC-001996,domain,vault-auth.io,CMP-0013,58,TLP:AMBER,ISAC Share,confidential,2025-08-27,2025-08-30,True
IOC-001997,sha256,61455d57deef714aceef8df5de8362ee91abfaaba67c233f469c3c2bd21ea774,CMP-0095,48,TLP:CLEAR,CrowdStrike Falcon X,public,2025-06-15,2025-07-13,True
IOC-001998,ipv4,170.126.157.165,CMP-0022,86,TLP:RED,Internal Honeypot,partner,2025-06-21,2025-08-08,True
IOC-001999,md5,3610b428a30ef502d620ee9a21aa9016,CMP-0100,78,TLP:RED,Confidential HUMINT,public,2026-01-01,2026-03-02,True
IOC-002000,sha256,ec4f3c11b97e24815d661554e6c2bdda00379e22dcedb2c21905bdd175aa20e8,CMP-0082,80,TLP:RED,CrowdStrike Falcon X,partner,2025-05-16,2025-06-04,True
IOC-002001,email,hr@secure-mail.com,CMP-0049,47,TLP:RED,Mandiant,confidential,2025-06-17,2025-07-15,False
IOC-002002,md5,03a44b5b1f680d7099d2c970bf3fab1a,CMP-0125,73,TLP:RED,ISAC Share,restricted,2025-08-28,2025-10-04,False
IOC-002003,url,https://static.xn--malware.com/3797afc2,CMP-0042,41,TLP:AMBER,Confidential HUMINT,public,2026-05-17,2026-06-01,True
IOC-002004,md5,6ef81401f64ebaf064b80d05046e1715,CMP-0043,87,TLP:RED,CrowdStrike Falcon X,confidential,2024-11-19,2025-01-01,True
IOC-002005,ipv4,62.206.20.2,CMP-0075,67,TLP:CLEAR,OSINT Crawler,restricted,2026-04-29,2026-06-01,True
IOC-002006,domain,vault-share.co,CMP-0050,40,TLP:CLEAR,Confidential HUMINT,confidential,2025-09-09,2025-10-19,False
IOC-002007,domain,login-sync.co,CMP-0042,86,TLP:AMBER,VirusTotal,restricted,2025-12-26,2026-01-07,True
IOC-002008,filename,update_2026.docm,CMP-0075,54,TLP:RED,CrowdStrike Falcon X,partner,2025-10-11,2025-10-13,False
IOC-002009,sha256,e64484bee3948ffb39727f7da41600c34e7f5cf33379d7d74364c09366077886,CMP-0130,91,TLP:CLEAR,Confidential HUMINT,restricted,2026-01-17,2026-02-11,False
IOC-002010,md5,640824e7a6ccdef350a5c8c258c7b24f,CMP-0044,91,TLP:RED,OSINT Crawler,public,2024-12-14,2025-01-08,True
IOC-002011,ipv4,77.92.206.165,CMP-0087,65,TLP:CLEAR,Mandiant,partner,2025-07-17,2025-09-10,True
IOC-002012,filename,invoice-final.pdf.exe,CMP-0125,69,TLP:AMBER,Recorded Future,confidential,2025-08-26,2025-10-12,True
IOC-002013,domain,dropbox-files.net,CMP-0087,47,TLP:RED,Internal Honeypot,public,2025-01-29,2025-03-20,True
IOC-002014,email,no-reply@secure-mail.com,CMP-0134,86,TLP:RED,Abuse.ch,public,2026-03-17,2026-05-16,True
IOC-002015,url,https://dl.evilcdn.com/ccf21d34,CMP-0040,40,TLP:GREEN,Internal Honeypot,restricted,2024-11-18,2024-12-29,True
IOC-002016,ipv4,178.184.102.194,CMP-0019,100,TLP:CLEAR,Mandiant,restricted,2024-12-29,2025-01-08,True
IOC-002017,ipv4,190.202.147.79,CMP-0146,72,TLP:GREEN,Confidential HUMINT,partner,2025-01-18,2025-02-25,True
IOC-002018,md5,f0df3f49148257709ee7ea9501d2db5b,CMP-0120,90,TLP:CLEAR,Recorded Future,public,2024-11-28,2024-12-15,True
IOC-002019,sha256,61ec158af8bec72c5688ae53cb11d089cce6d9454b2c2ded3bd3a8aa0ab0993a,CMP-0047,56,TLP:CLEAR,ISAC Share,public,2025-08-05,2025-09-21,True
IOC-002020,email,hr@dropbox-team.com,CMP-0123,88,TLP:RED,VirusTotal,restricted,2026-01-11,2026-02-27,False
IOC-002021,email,it-support@dropbox-team.com,CMP-0114,54,TLP:AMBER,ISAC Share,restricted,2024-12-12,2025-01-12,False
IOC-002022,sha256,8e33cc08053e39a16ebf29ecfeaff1f7d360ff596e08ca4b14fa2a28ccadbfa8,CMP-0105,51,TLP:AMBER,Confidential HUMINT,public,2025-04-09,2025-06-06,True
IOC-002023,domain,dropbox-auth.co,CMP-0075,51,TLP:CLEAR,Internal Honeypot,public,2025-09-06,2025-09-13,True
IOC-002024,ipv4,221.228.12.149,CMP-0105,93,TLP:AMBER,Recorded Future,public,2026-02-10,2026-03-16,True
IOC-002025,sha256,af82bab014663576e6018b65213275e37059443f687d41ebba0cca759c84cb0c,CMP-0081,98,TLP:RED,Abuse.ch,restricted,2025-11-22,2026-01-08,False
IOC-002026,url,https://cdn.xn--malware.com/c295b505,CMP-0127,89,TLP:RED,VirusTotal,public,2024-11-19,2025-01-03,True
IOC-002027,url,https://files.badhost.com/f9425599,CMP-0129,76,TLP:RED,CrowdStrike Falcon X,confidential,2025-10-31,2025-12-21,True
IOC-002028,filename,scan-final.zip,CMP-0046,68,TLP:GREEN,Confidential HUMINT,restricted,2026-02-22,2026-03-03,True
IOC-002029,ipv4,186.71.67.133,CMP-0095,91,TLP:AMBER,Internal Honeypot,public,2025-09-17,2025-09-29,True
IOC-002030,sha256,322c2ba32550009d02fbb22d78c9be5c54e03acb6eb4bad74deaed6cf9fac54a,CMP-0116,43,TLP:RED,Abuse.ch,partner,2025-03-15,2025-03-25,False
IOC-002031,filename,resume_urgent.pdf.exe,CMP-0009,66,TLP:RED,Mandiant,partner,2026-02-09,2026-03-26,True
IOC-002032,sha256,38befc2a92ebf99dd42a13c8126ead7c762e1768079782de8ca76593a79437d6,CMP-0056,87,TLP:AMBER,OSINT Crawler,confidential,2024-10-25,2024-11-11,True
IOC-002033,email,no-reply@dropbox-team.com,CMP-0029,46,TLP:AMBER,Internal Honeypot,public,2026-01-31,2026-03-12,False
IOC-002034,url,https://cdn.xn--malware.com/035e1789,CMP-0057,80,TLP:AMBER,CrowdStrike Falcon X,restricted,2026-04-18,2026-06-01,False
IOC-002035,domain,vault-portal.com,CMP-0132,65,TLP:AMBER,Confidential HUMINT,restricted,2025-12-31,2026-02-27,True
IOC-002036,domain,secure-files.io,CMP-0090,69,TLP:RED,Abuse.ch,public,2025-11-19,2025-12-18,True
IOC-002037,url,https://dl.evilcdn.com/8548a773,CMP-0081,84,TLP:AMBER,Confidential HUMINT,restricted,2025-02-04,2025-03-29,True
IOC-002038,email,admin@dropbox-team.com,CMP-0122,61,TLP:GREEN,OSINT Crawler,confidential,2025-05-09,2025-05-18,True
IOC-002039,filename,invoice_urgent.docm,CMP-0084,66,TLP:RED,OSINT Crawler,partner,2025-01-02,2025-02-22,True
IOC-002040,sha256,6f48479b8d2782b2842c5581146c4d33f676d2b802e945e5f411f025921247b9,CMP-0058,47,TLP:RED,CrowdStrike Falcon X,public,2025-01-11,2025-01-22,True
IOC-002041,url,https://static.xn--malware.com/a2db59ef,CMP-0118,51,TLP:RED,Recorded Future,restricted,2025-10-13,2025-10-26,True
IOC-002042,md5,8f210a78e05c6d7baba60da4cd96889d,CMP-0138,63,TLP:CLEAR,OSINT Crawler,public,2025-11-05,2025-12-08,True
IOC-002043,domain,cdn-files.co,CMP-0060,57,TLP:GREEN,ISAC Share,partner,2024-09-03,2024-10-11,False
IOC-002044,email,hr@dropbox-team.com,CMP-0016,93,TLP:GREEN,Internal Honeypot,restricted,2025-12-10,2026-02-07,False
IOC-002045,url,https://dl.badhost.com/0e1b715d,CMP-0066,59,TLP:CLEAR,Confidential HUMINT,partner,2025-06-04,2025-07-01,False
IOC-002046,domain,cdn-share.co,CMP-0144,91,TLP:CLEAR,ISAC Share,confidential,2024-10-05,2024-11-05,True
IOC-002047,sha256,6033e3740e635321e28f496faedebf9062ae7a18a5097042229f51a925eb3740,CMP-0038,50,TLP:AMBER,Recorded Future,restricted,2025-03-25,2025-04-03,True
IOC-002048,filename,update_urgent.pdf.exe,CMP-0015,74,TLP:RED,OSINT Crawler,restricted,2024-10-31,2024-11-20,True
IOC-002049,md5,14b9f15717c285c9d9a91c2eeeecc5f5,CMP-0081,85,TLP:CLEAR,OSINT Crawler,public,2024-12-21,2025-02-05,False
IOC-002050,url,https://dl.xn--malware.com/ce787723,CMP-0127,59,TLP:GREEN,Abuse.ch,restricted,2024-09-22,2024-09-24,True
IOC-002051,filename,report_2026.zip,CMP-0038,70,TLP:AMBER,Internal Honeypot,partner,2024-11-23,2024-12-25,True
IOC-002052,email,hr@dropbox-team.com,CMP-0076,57,TLP:RED,Abuse.ch,restricted,2025-12-20,2026-01-12,True
IOC-002053,md5,123513a322b8b9ad21df76552d69b81d,CMP-0004,54,TLP:RED,Mandiant,public,2026-05-15,2026-06-01,False
IOC-002054,ipv4,102.61.89.55,CMP-0060,59,TLP:GREEN,Abuse.ch,restricted,2026-04-16,2026-06-01,True
IOC-002055,sha256,ac498570d787bef67a7ab01b2ea8d107bec783829dd9b9dc6a8f5c8787cd97e0,CMP-0138,64,TLP:AMBER,Internal Honeypot,partner,2024-07-31,2024-09-05,False
IOC-002056,email,admin@secure-mail.com,CMP-0029,71,TLP:CLEAR,Recorded Future,restricted,2025-02-26,2025-04-15,False
IOC-002057,md5,45cafc556e7b15b48abd10a9ab416944,CMP-0057,77,TLP:RED,CrowdStrike Falcon X,partner,2025-04-07,2025-04-26,False
IOC-002058,email,no-reply@acct-verify.com,CMP-0126,42,TLP:AMBER,OSINT Crawler,partner,2024-07-22,2024-08-16,True
IOC-002059,md5,41ca5b79d9aacf5a9c1270e6436d64bd,CMP-0100,79,TLP:CLEAR,CrowdStrike Falcon X,partner,2026-03-25,2026-05-11,False
IOC-002060,domain,update-files.net,CMP-0139,41,TLP:AMBER,VirusTotal,confidential,2026-03-07,2026-05-01,False
IOC-002061,md5,5e618b5bfdd472cf9f604d2095a669dc,CMP-0127,46,TLP:AMBER,ISAC Share,restricted,2025-04-08,2025-05-02,True
IOC-002062,domain,update-auth.io,CMP-0026,44,TLP:AMBER,OSINT Crawler,partner,2025-01-18,2025-03-12,False
IOC-002063,url,https://files.evilcdn.com/13903477,CMP-0021,94,TLP:CLEAR,OSINT Crawler,restricted,2025-06-16,2025-07-24,True
IOC-002064,ipv4,74.56.118.90,CMP-0071,61,TLP:CLEAR,VirusTotal,public,2026-04-11,2026-04-26,True
IOC-002065,filename,update_urgent.docm,CMP-0119,58,TLP:RED,Mandiant,restricted,2025-09-14,2025-10-19,True
IOC-002066,url,https://static.badhost.com/5f282e15,CMP-0048,81,TLP:RED,Internal Honeypot,confidential,2024-11-28,2024-12-07,True
IOC-002067,email,admin@acct-verify.com,CMP-0097,97,TLP:RED,CrowdStrike Falcon X,partner,2026-01-22,2026-03-18,False
IOC-002068,email,billing@acct-verify.com,CMP-0130,63,TLP:GREEN,Abuse.ch,restricted,2024-10-02,2024-10-05,False
IOC-002069,ipv4,8.5.39.82,CMP-0052,100,TLP:GREEN,VirusTotal,restricted,2026-01-18,2026-01-26,True
IOC-002070,url,https://dl.badhost.com/9c49f13d,CMP-0094,89,TLP:RED,Mandiant,restricted,2025-10-12,2025-10-19,True
IOC-002071,domain,vault-portal.net,CMP-0123,81,TLP:CLEAR,Mandiant,partner,2025-01-01,2025-01-15,True
IOC-002072,domain,login-portal.co,CMP-0004,81,TLP:GREEN,Confidential HUMINT,confidential,2024-10-26,2024-11-16,False
IOC-002073,email,admin@secure-mail.com,CMP-0142,83,TLP:AMBER,OSINT Crawler,public,2026-03-24,2026-05-11,True
IOC-002074,email,admin@secure-mail.com,CMP-0053,56,TLP:RED,Confidential HUMINT,restricted,2024-10-12,2024-12-02,False
IOC-002075,md5,5538e9e2d952735d88a9c643018418e9,CMP-0131,99,TLP:AMBER,Abuse.ch,partner,2025-05-25,2025-07-14,True
IOC-002076,url,https://cdn.badhost.com/eae56bae,CMP-0048,70,TLP:RED,Confidential HUMINT,restricted,2024-12-15,2025-02-05,False
IOC-002077,domain,secure-portal.com,CMP-0119,57,TLP:GREEN,Recorded Future,public,2024-07-14,2024-07-14,True
IOC-002078,email,admin@secure-mail.com,CMP-0023,45,TLP:RED,VirusTotal,public,2024-11-17,2025-01-16,True
IOC-002079,ipv4,242.158.112.204,CMP-0024,46,TLP:RED,Recorded Future,partner,2025-09-30,2025-09-30,True
IOC-002080,ipv4,129.70.103.235,CMP-0144,44,TLP:AMBER,Confidential HUMINT,public,2025-07-02,2025-08-26,False
IOC-002081,url,https://dl.evilcdn.com/472b3faf,CMP-0016,81,TLP:GREEN,Abuse.ch,public,2025-07-16,2025-08-02,True
IOC-002082,email,no-reply@acct-verify.com,CMP-0046,98,TLP:AMBER,ISAC Share,public,2025-05-03,2025-05-06,True
IOC-002083,email,no-reply@acct-verify.com,CMP-0067,89,TLP:GREEN,OSINT Crawler,restricted,2024-11-08,2024-11-28,True
IOC-002084,url,https://files.badhost.com/f3f8635e,CMP-0007,63,TLP:CLEAR,OSINT Crawler,partner,2025-03-13,2025-03-23,True
IOC-002085,domain,secure-auth.net,CMP-0086,68,TLP:RED,CrowdStrike Falcon X,restricted,2025-04-25,2025-06-18,False
IOC-002086,filename,update_2026.iso,CMP-0105,75,TLP:AMBER,Recorded Future,confidential,2026-03-31,2026-04-06,False
